movieId,title,genres,year,Count(title)
81,Cosas que hacer en Denver cuando estás muerto,Drama|Crimen,1995.0,1.0
82,Antonia,Drama|Comedia,1995.0,1.0
83,Once Upon a Time... When We Were Colored,Romance|Drama,1996.0,1.0
84,Last Summer in the Hamptons,Comedia|Drama,1995.0,1.0
85,Ángeles e insectos,Drama|Romance,1995.0,1.0
86,Tormenta blanca,Aventura|Acción|Drama,1996.0,1.0
87,Mi colega Dunston,Familia|Comedia|Aventura,1996.0,1.0
88,Oveja negra,Comedia,1996.0,1.0
89,A la hora señalada,Suspense|Crimen|Acción,1995.0,1.0
90,The Journey of August King,Drama,1995.0,1.0
92,El secreto de Mary Reilly,Drama|Terror|Suspense|Historia,1996.0,1.0
93,Un vampiro suelto en Brooklyn,Comedia|Terror|Romance,1995.0,1.0
94,Beautiful girls,Comedia|Drama|Romance,1996.0,1.0
95,Broken Arrow: Alarma nuclear,Acción,1996.0,1.0
96,En lo más crudo del crudo invierno,Comedia,1995.0,1.0
97,El odio,Drama,1995.0,1.0
98,Shopping: de tiendas,Acción|Aventura|Drama|Ciencia ficción|Suspense,1994.0,1.0
99,Heidi Fleiss: Hollywood Madam,Documental,1995.0,1.0
100,City Hall (La sombra de la corrupción),Drama|Suspense,1996.0,1.0
101,Bottle Rocket (Ladrón que roba a ladrón),Comedia|Crimen|Drama,1996.0,1.0
102,Mi adorado amigo,Comedia|Romance,1996.0,1.0
103,Escondido en la memoria,Acción,1996.0,1.0
104,Terminagolf (Happy Gilmore),Comedia,1996.0,1.0
105,Los puentes de Madison,Drama|Romance,1995.0,1.0
106,Keiner liebt mich,Drama|Comedia|Familia,1994.0,1.0
107,Los Teleñecos En La Isla Del Tesoro,Acción|Comedia|Música|Familia|Aventura|Romance,1996.0,1.0
108,Catwalk,Documental,1995.0,1.0
109,Headless Body in Topless Bar,Crimen,1995.0,1.0
110,Braveheart,Acción|Drama|Historia|Bélica,1995.0,1.0
111,Taxi Driver,Crimen|Drama,1976.0,1.0
112,Duro de matar,Crimen|Acción|Comedia|Suspense,1995.0,1.0
113,Antes y después,Drama|Suspense|Misterio,1996.0,1.0
114,El museo de Margaret,Drama,1995.0,1.0
115,Le bonheur est dans le pré,Comedia,1995.0,1.0
116,Anne Frank Remembered,Documental|Drama,1995.0,1.0
117,The Young Poisoner's Handbook,Comedia|Crimen|Drama,1995.0,1.0
118,Si no te casas me mato,Comedia|Romance,1996.0,1.0
119,Días de fortuna,Comedia|Drama,1995.0,1.0
120,La carrera del Sol,Aventura,1996.0,1.0
121,Los niños de San Vicente,Drama,1992.0,1.0
122,Boomerang (El príncipe de las mujeres),Comedia|Romance,1992.0,1.0
123,Chungking Express,Drama|Comedia|Romance,1994.0,1.0
124,El hombre de las estrellas,Drama|Romance,1995.0,1.0
125,Flirteando con el desastre,Comedia,1996.0,1.0
126,La historia interminable III: Las aventuras de Bastian,Fantasía|Familia,1994.0,1.0
127,صمت القصور,Drama,1994.0,1.0
128,Jupiter's Wife,Documental|Misterio,1995.0,1.0
129,Pie in the Sky,Comedia|Romance,1996.0,1.0
130,Ángela,Drama,1995.0,1.0
131,Frankie y las estrellas (Frankie Starlight),Drama|Romance|Bélica,1995.0,1.0
132,Jade,Suspense|Misterio,1995.0,1.0
133,Nueba Yol,Comedia|Drama|Romance,1995.0,1.0
134,Sonic Outlaws,Música|Documental,1995.0,1.0
135,Abajo el periscopio,Comedia,1996.0,1.0
136,From the Journals of Jean Seberg,Documental,1995.0,1.0
137,Man of the Year,Comedia,1995.0,1.0
138,La biblia de neón,Drama,1995.0,1.0
139,Target,?,1995.0,1.0
140,Íntimo y personal,Drama|Romance,1996.0,1.0
141,Una jaula de grillos,Comedia,1996.0,1.0
142,Cienie,Drama,1988.0,1.0
143,Gospa. El milagro de Medjugorje,Drama,1995.0,1.0
144,Los hermanos McMullen,Comedia|Drama|Romance,1995.0,1.0
145,Dos policías rebeldes,Acción|Comedia|Crimen|Suspense,1995.0,1.0
146,El pequeño panda,Aventura|Drama|Familia,1995.0,1.0
147,The Basketball Diaries,Drama|Crimen,1995.0,1.0
148,Una insólita aventura,Romance|Drama|Comedia,1995.0,1.0
149,Amateur,Crimen|Comedia|Drama|Suspense,1994.0,1.0
150,Apolo 13,Drama|Historia|Aventura,1995.0,1.0
151,Rob Roy la pasión de un rebelde,Aventura|Historia|Bélica|Drama,1995.0,1.0
152,The Addiction,Drama|Terror,1995.0,1.0
153,Batman Forever,Acción|Crimen|Fantasía,1995.0,1.0
154,Bella de día,Drama|Romance,1967.0,1.0
155,Más allá de Rangún,Drama|Suspense,1995.0,1.0
156,Blue in the Face,Comedia,1995.0,1.0
157,Operación Canadá,Comedia,1995.0,1.0
158,Casper,Fantasía|Comedia|Familia,1995.0,1.0
159,Clockers (Camellos),Misterio|Crimen|Drama,1995.0,1.0
160,Congo,Acción|Aventura|Ciencia ficción,1995.0,1.0
161,Marea roja,Bélica|Suspense|Acción|Drama,1995.0,1.0
162,Crumb,Documental,1994.0,1.0
163,Desperado,Suspense|Acción|Crimen,1995.0,1.0
164,El demonio vestido de azul,Suspense|Crimen|Drama|Misterio,1995.0,1.0
165,Jungla de cristal: la venganza,Acción|Suspense,1995.0,1.0
166,Maldita generación,Acción|Comedia|Crimen|Drama,1995.0,1.0
167,Feast of July,Drama|Crimen,1995.0,1.0
168,El primer caballero,Acción|Aventura|Drama|Romance,1995.0,1.0
169,Liberad a Willy 2,Familia|Aventura|Drama,1995.0,1.0
170,Hackers piratas informáticos,Acción|Crimen|Suspense|Drama,1995.0,1.0
171,Jeffrey,Comedia|Drama|Romance,1995.0,1.0
172,Johnny Mnemonic,Ciencia ficción|Suspense|Aventura|Acción|Drama,1995.0,1.0
173,Juez Dredd,Ciencia ficción,1995.0,1.0
174,¿Y dónde está el jurado?,Comedia|Drama,1995.0,1.0
175,Kids,Drama|Crimen,1995.0,1.0
176,Vivir rodando,Drama|Comedia,1995.0,1.0
177,El señor de las ilusiones,Terror|Fantasía,1995.0,1.0
178,La verdadera naturaleza del amor,Comedia|Drama,1994.0,1.0
179,Amor loco,Drama|Romance,1995.0,1.0
180,Mallrats,Romance|Comedia,1995.0,1.0
181,Power Rangers: La Película,Familia|Acción|Aventura|Ciencia ficción|Fantasía,1995.0,1.0
182,Mujeres bajo la luna,Comedia|Drama|Romance,1995.0,1.0
183,Testigo mudo,Suspense|Terror,1995.0,1.0
184,Nadja,Terror|Suspense,1994.0,1.0
185,La red,Crimen|Drama|Misterio|Suspense|Acción,1995.0,1.0
186,Nueve meses,Romance|Comedia,1995.0,1.0
187,Party Girl,Comedia,1995.0,1.0
188,Ángeles y demonios,Terror|Fantasía|Suspense,1995.0,1.0
189,Reckless,Fantasía|Comedia|Drama,1995.0,1.0
190,Safe,Drama,1995.0,1.0
191,La letra escarlata,Drama|Romance,1995.0,1.0
192,The Show,Documental,1995.0,1.0
193,Showgirls,Drama,1995.0,1.0
194,Smoke,Comedia|Drama,1995.0,1.0
195,Algo de que hablar,Comedia|Drama,1995.0,1.0
196,Species (Especie mortal),Ciencia ficción|Terror|Acción,1995.0,1.0
197,The Stars Fell on Henrietta,Drama,1995.0,1.0
198,Días extraños,Crimen|Drama|Ciencia ficción|Suspense,1995.0,1.0
199,Los paraguas de Cherburgo,Drama|Romance,1964.0,1.0
200,Los lazos que unen,Suspense,1995.0,1.0
201,Tres deseos,Fantasía|Familia|Drama,1995.0,1.0
202,Vidas al límite,Romance|Drama,1995.0,1.0
203,A Wong Foo ¡gracias por todo! Julie Newmar,Comedia,1995.0,1.0
204,Alerta máxima 2,Acción|Suspense,1995.0,1.0
205,Héroes a la fuerza,Comedia|Drama|Familia,1995.0,1.0
206,Unzipped,Documental,1995.0,1.0
207,Un paseo por las nubes,Drama|Romance,1995.0,1.0
208,Waterworld,Aventura|Acción|Ciencia ficción,1995.0,1.0
209,Atrapado,Drama,1995.0,1.0
210,Wild Bill,Acción|Western,1995.0,1.0
211,La versión Browning,Drama,1994.0,1.0
212,El gran scout,Aventura|Familia|Comedia,1995.0,1.0
213,Quemado por el sol,Drama,1994.0,1.0
214,Antes de la lluvia,Drama|Bélica,1994.0,1.0
215,Antes de amanecer,Drama|Romance,1995.0,1.0
216,Billy Madison,Comedia,1995.0,1.0
217,The Babysitter,Drama|Suspense,1995.0,1.0
218,Sólo ellas... los chicos a un lado,Comedia|Drama,1995.0,1.0
219,Que nada nos separe,Drama|Familia,1995.0,1.0
220,Un castillo alucinante,Suspense|Drama|Terror|Misterio,1995.0,1.0
222,Círculo de amigos,Drama|Romance,1995.0,1.0
223,Clerks,Comedia,1994.0,1.0
224,Don Juan DeMarco,Romance|Drama|Comedia,1994.0,1.0
225,Acoso,Suspense|Drama|Crimen,1994.0,1.0
226,Dream Man,Suspense,1995.0,1.0
227,Salto al peligro,Acción|Suspense,1994.0,1.0
228,Destiny Turns on the Radio,Crimen|Comedia|Fantasía,1995.0,1.0
229,La muerte y la doncella,Drama|Suspense|Misterio,1994.0,1.0
230,Eclipse total,Crimen|Drama|Misterio,1995.0,1.0
231,Dos tontos muy tontos,Comedia,1994.0,1.0
232,Comer beber amar,Comedia|Drama|Romance,1994.0,1.0
233,Exótica,Drama|Misterio,1994.0,1.0
234,Dos sabuesos en la isla del edén,Comedia|Crimen|Suspense,1994.0,1.0
235,Ed Wood,Comedia|Drama|Historia,1994.0,1.0
236,French Kiss,Comedia|Romance,1995.0,1.0
237,Olvídate de París,Comedia|Drama|Romance,1995.0,1.0
238,Lejos de casa,Acción|Aventura|Drama|Familia,1995.0,1.0
239,Goofy e hijo,Romance|Animación|Familia|Comedia|Aventura,1995.0,1.0
240,Asesino del más allá,Drama|Suspense|Terror,1995.0,1.0
241,Mi amigo Fluke,Drama|Aventura|Familia,1995.0,1.0
242,Farinelli il castrato,Historia|Drama,1994.0,1.0
243,Gordy,Drama|Familia|Fantasía,1995.0,1.0
244,Gumby: The Movie,Fantasía|Animación|Familia,1995.0,1.0
245,La placa de cristal,Drama|Acción|Suspense|Crimen,1994.0,1.0
246,Hoop Dreams,Documental,1994.0,1.0
247,Criaturas celestiales,Drama|Fantasía,1994.0,1.0
248,El invitado,Comedia|Familia,1995.0,1.0
249,Amor inmortal,Drama|Música|Romance,1994.0,1.0
250,Pesos pesados,Familia|Comedia|Drama,1995.0,1.0
251,Presa de la secta,Acción|Suspense,1995.0,1.0
252,El genio del amor,Comedia|Drama|Romance,1994.0,1.0
253,Entrevista con el vampiro,Terror|Drama|Fantasía,1994.0,1.0
254,Jefferson en París (Los amores de un presidente),Drama|Romance|Historia,1995.0,1.0
255,The Jerky Boys,Comedia|Crimen,1995.0,1.0
256,Junior,Comedia|Familia|Romance,1994.0,1.0
257,Just Cause,Acción|Drama|Misterio|Suspense,1995.0,1.0
258,Aventuras en la corte del rey Arturo,Aventura|Fantasía|Comedia|Ciencia ficción|Familia,1995.0,1.0
259,El sabor de la muerte,Acción,1995.0,1.0
260,La guerra de las galaxias. Episodio IV: Una nueva esperanza,Aventura|Acción|Ciencia ficción,1977.0,1.0
261,Mujercitas,Drama|Romance,1994.0,1.0
262,La princesita,Drama|Familia|Fantasía,1995.0,1.0
263,Ladybird Ladybird,Drama,1994.0,1.0
264,El infierno (L'Enfer),Drama|Crimen|Suspense,1994.0,1.0
265,Como agua para chocolate,Drama|Romance,1992.0,1.0
266,Leyendas de pasión,Aventura|Drama|Romance|Bélica|Western,1994.0,1.0
267,Mayor Payne,Aventura|Comedia|Familia,1995.0,1.0
268,Cuestión de sangre,Crimen,1994.0,1.0
269,Mi Vida Loca,Crimen|Drama,1994.0,1.0
270,Un asunto de amor,Drama|Romance,1994.0,1.0
271,Instinto maternal,Drama,1995.0,1.0
272,La locura del rey Jorge,Comedia|Drama|Historia,1994.0,1.0
273,Frankenstein de Mary Shelley,Drama|Terror|Ciencia ficción|Romance,1994.0,1.0
274,El novio de mi madre,Acción|Comedia|Familia,1995.0,1.0
275,Un día de locos,Comedia|Drama|Romance,1994.0,1.0
276,Un regalo para papá,Comedia|Romance,1994.0,1.0
277,Milagro en la ciudad,Fantasía|Drama|Familia,1994.0,1.0
278,Miami,Comedia|Romance,1995.0,1.0
279,Mi familia,Comedia|Drama,1995.0,1.0
280,Homicidio en primer grado,Crimen|Drama,1995.0,1.0
281,Ni un pelo de tonto,Drama|Comedia,1994.0,1.0
282,Nell,Drama|Suspense,1994.0,1.0
283,New Jersey Drive,Crimen|Drama,1995.0,1.0
284,New York Cop,Acción|Suspense|Crimen|Drama,1993.0,1.0
285,Beyond Bedlam,Terror,1994.0,1.0
286,Nemesis 2: Nebula,Ciencia ficción|Acción|Suspense,1995.0,1.0
287,Nina Takes a Lover,Drama|Romance,1994.0,1.0
288,Asesinos natos,Crimen|Suspense|Drama,1994.0,1.0
289,Sólo tú,Romance|Comedia,1994.0,1.0
290,Guerreros de antaño,Drama,1994.0,1.0
292,Estallido,Acción|Drama|Ciencia ficción|Suspense,1995.0,1.0
293,El profesional (Léon),Crimen|Drama|Acción,1994.0,1.0
294,Cuando salí de Cuba,Comedia|Drama|Romance,1995.0,1.0
295,Un amor con mucho fuego,Comedia|Drama|Romance,1995.0,1.0
296,Pulp Fiction,Suspense|Crimen,1994.0,1.0
297,Panther,Drama,1995.0,1.0
298,推手,Comedia|Drama,1991.0,1.0
299,Priest (Sacerdote),Drama|Romance,1995.0,1.0
300,Quiz Show (El dilema),Drama|Historia,1994.0,1.0
301,La foto del compromiso,Drama|Historia,1995.0,1.0
302,La reina Margot,Drama|Historia|Romance,1994.0,1.0
303,Rápida y mortal,Western|Acción|Suspense,1995.0,1.0
304,Compañeros de habitación,Drama|Comedia,1995.0,1.0
305,Pret-a-porter,Drama|Comedia,1994.0,1.0
306,Three Colors: Red,Drama|Misterio|Romance,1994.0,1.0
307,Tres colores: Azul,Drama,1993.0,1.0
308,Tres colores: Blanco,Comedia|Drama|Misterio,1994.0,1.0
309,Pólvora roja pólvora verde,Drama,1994.0,1.0
310,Familia de alquiler,Comedia|Familia|Película de TV,1995.0,1.0
311,Relative Fear,Terror|Drama,1995.0,1.0
312,Rescate familiar,Comedia|Drama,1995.0,1.0
313,La princesa Cisne,Familia|Animación|Fantasía|Aventura|Comedia,1994.0,1.0
314,El secreto de la isla de las focas,Drama|Familia|Fantasía,1994.0,1.0
315,El especialista,Acción|Suspense,1994.0,1.0
316,Stargate: Puerta a las estrellas,Acción|Aventura|Ciencia ficción,1994.0,1.0
317,¡Vaya Santa Claus!,Fantasía|Drama|Comedia|Familia,1994.0,1.0
318,Cadena perpetua,Drama|Crimen,1994.0,1.0
319,Tumba abierta,Crimen|Suspense,1994.0,1.0
320,Suture,Drama|Suspense,1993.0,1.0
321,Fresa y chocolate,Comedia|Drama,1993.0,1.0
322,El factor sorpresa,Crimen|Comedia,1994.0,1.0
324,Nosotros dos,Comedia|Drama|Romance,1994.0,1.0
325,Desmadre sobre ruedas,Comedia,1995.0,1.0
326,¡Vivir!,Drama|Romance|Bélica,1994.0,1.0
327,Tank Girl,Acción|Comedia|Fantasía|Ciencia ficción,1995.0,1.0
328,Historias de la cripta: Caballero del diablo,Terror|Comedia|Suspense,1995.0,1.0
329,Star Trek VII: La próxima generación,Ciencia ficción|Acción|Aventura|Suspense,1994.0,1.0
330,Tales from the Hood,Crimen|Terror|Suspense,1995.0,1.0
331,Tom & Viv,Drama|Romance,1994.0,1.0
332,El pueblo de los malditos,Suspense|Terror|Ciencia ficción,1995.0,1.0
333,Tommy Boy,Comedia,1995.0,1.0
334,Vania en la calle 42,Drama,1994.0,1.0
335,Bajos fondos,Suspense|Crimen|Drama,1995.0,1.0
336,The Walking Dead,Drama|Bélica,1995.0,1.0
337,¿A quién ama Gilbert Grape?,Romance|Drama,1993.0,1.0
338,Virtuosity,Acción|Crimen|Ciencia ficción|Suspense,1995.0,1.0
339,Mientras dormías,Romance|Comedia,1995.0,1.0
340,La guerra,Drama|Bélica,1994.0,1.0
341,Double Happiness,Comedia|Romance|Drama,1994.0,1.0
342,La boda de Muriel,Comedia|Drama|Romance,1994.0,1.0
343,El club de las niñeras,Comedia|Drama|Familia,1995.0,1.0
344,Ace Ventura un detective diferente,Comedia|Aventura,1994.0,1.0
345,Las aventuras de Priscilla reina del desierto,Drama|Comedia,1994.0,1.0
346,Backbeat,Drama|Música,1994.0,1.0
347,Lunas de hiel,Suspense|Drama|Romance,1992.0,1.0
348,Balas sobre Broadway,Acción|Comedia|Suspense,1994.0,1.0
349,Peligro inminente,Acción|Drama|Suspense,1994.0,1.0
350,El cliente,Drama|Suspense|Crimen|Misterio,1994.0,1.0
351,Corina Corina,Comedia|Drama|Familia|Romance,1994.0,1.0
352,Crooklyn,Comedia|Drama,1994.0,1.0
353,El cuervo,Fantasía|Acción|Suspense,1994.0,1.0
354,Cobb,Drama,1994.0,1.0
355,Los Picapiedra,Fantasía|Comedia|Familia,1994.0,1.0
356,Forrest Gump,Comedia|Drama|Romance,1994.0,1.0
357,Cuatro bodas y un funeral,Comedia|Drama|Romance,1994.0,1.0
358,Semillas de rencor,Romance|Drama|Crimen,1995.0,1.0
359,I Like It Like That,Comedia|Drama|Romance,1994.0,1.0
360,Me gustan los líos,Romance|Comedia,1994.0,1.0
361,Te puede pasar a ti,Comedia|Drama|Romance,1994.0,1.0
362,El libro de la selva: la aventura continúa,Familia|Aventura|Drama,1994.0,1.0
363,Die Macht der Bilder: Leni Riefenstahl,Documental,1993.0,1.0
364,El rey león,Familia|Animación|Drama,1994.0,1.0
365,Pequeño Buda,Drama|Historia,1993.0,1.0
366,La nueva pesadilla de Wes Craven,Terror|Misterio|Fantasía,1994.0,1.0
367,La máscara,Romance|Comedia|Crimen|Fantasía,1994.0,1.0
368,Maverick,Acción|Aventura|Comedia|Drama|Western,1994.0,1.0
369,La Sra. Parker y el círculo vicioso,Drama,1994.0,1.0
370,Agárralo como puedas 33 1/3: el insulto final,Comedia|Crimen,1994.0,1.0
371,The Paper (Detrás de la noticia),Comedia|Drama,1994.0,1.0
372,Reality bites (Bocados de realidad),Drama|Comedia|Romance,1994.0,1.0
373,Red Rock West,Suspense|Crimen|Drama,1993.0,1.0
374,Niño rico,Comedia|Familia,1994.0,1.0
375,Tensa Espera,Drama,1994.0,1.0
376,The River Wild,Aventura|Acción|Crimen|Suspense,1994.0,1.0
377,Speed: Máxima potencia,Acción|Aventura|Crimen,1994.0,1.0
378,Sin palabras,Romance|Comedia,1994.0,1.0
379,Timecop: Policía en el tiempo,Suspense|Ciencia ficción|Acción|Crimen,1994.0,1.0
380,Mentiras arriesgadas,Acción|Suspense,1994.0,1.0
381,Cuando un hombre ama a una mujer,Drama|Romance,1994.0,1.0
382,Lobo,Fantasía|Drama|Terror,1994.0,1.0
383,Wyatt Earp,Western|Drama|Acción|Aventura,1994.0,1.0
384,Malas compañías,Acción|Crimen|Romance|Suspense,1995.0,1.0
385,Un hombre sin importancia,Comedia|Drama,1994.0,1.0
386,S.F.W.,Comedia|Drama,1994.0,1.0
387,Shame detective privado,Comedia|Crimen,1994.0,1.0
388,Boys Life,Drama,1994.0,1.0
389,Le Colonel Chabert,Drama,1994.0,1.0
390,Faster Pussycat! Kill! Kill!,Acción|Crimen|Comedia,1965.0,1.0
391,Las pesadillas de Jason,Crimen|Drama|Romance,1994.0,1.0
392,The Secret Aventuras of Tom Thumb,Animación|Ciencia ficción,1993.0,1.0
393,Street Fighter: La última batalla,Acción|Aventura|Suspense|Drama|Ciencia ficción,1994.0,1.0
394,Coldblooded,Acción|Comedia,1995.0,1.0
395,Desert Winds,?,1995.0,1.0
396,Tiempo para morir,Acción|Aventura|Crimen|Drama|Suspense,1995.0,1.0
397,En los límites del miedo,Terror,1995.0,1.0
398,Frank y Ollie: Los magos de Disney,Documental,1995.0,1.0
399,Girl in the Cadillac,Romance|Aventura|Crimen|Drama,1995.0,1.0
400,Homage,Suspense|Drama,1995.0,1.0
401,Mirage,Acción|Suspense,1995.0,1.0
402,Open Season,Comedia,1995.0,1.0
403,Dos Crímenes,?,1995.0,1.0
404,Brother Minister: The Assassination of Malcolm X,Documental,1995.0,1.0
405,Los inmortales III: El hechicero,Fantasía|Acción,1994.0,1.0
406,Federal Hill,?,1995.0,1.0
407,En la boca del miedo,Terror|Misterio|Suspense,1995.0,1.0
408,8 Seconds,Drama|Romance|Western,1994.0,1.0
409,Above the Rim,Crimen,1994.0,1.0
410,La familia Addams: La tradición continúa,Comedia|Familia|Fantasía,1993.0,1.0
411,Martin Lawrence: You So Crazy,Comedia,1994.0,1.0
412,La edad de la inocencia,Drama|Romance,1993.0,1.0
413,Cabezas Huecas,Comedia|Crimen|Música,1994.0,1.0
414,Una tribu en la cancha,Familia|Comedia,1994.0,1.0
415,En el punto de mira,Comedia|Crimen|Acción,1993.0,1.0
416,Cuatro mujeres y un destino,Romance|Western,1994.0,1.0
417,Barcelona,Comedia|Drama|Romance,1994.0,1.0
418,Un hombre perdido en el tiempo,Drama|Comedia|Fantasía,1994.0,1.0
419,Rústicos en Dinerolandia,Comedia,1993.0,1.0
420,Superdetective en Hollywood III,Acción|Comedia|Crimen,1994.0,1.0
421,Belleza Negra,Aventura|Familia,1994.0,1.0
422,Sola en la penumbra,Misterio|Crimen|Drama|Suspense,1994.0,1.0
423,Volar por los aires,Suspense|Acción|Crimen|Drama,1994.0,1.0
424,Ganar de cualquier manera,Drama,1994.0,1.0
425,Las cosas que nunca mueren,Drama|Romance,1994.0,1.0
426,Body Snatchers (Secuestradores de cuerpos),Terror|Ciencia ficción|Suspense,1993.0,1.0
427,Mi Obsesión por Helena,Drama|Romance|Suspense,1993.0,1.0
428,A Bronx Tale,Drama|Crimen,1993.0,1.0
429,Caos en alta mar,Comedia|Fantasía|Aventura,1994.0,1.0
430,Calendar Girl,Comedia|Drama,1993.0,1.0
431,Atrapado por su pasado,Crimen|Suspense|Romance|Drama,1993.0,1.0
432,El tesoro de Curly,Acción|Comedia|Drama|Western,1994.0,1.0
433,Borrón y cuenta nueva,Comedia|Suspense|Misterio,1994.0,1.0
434,Máximo riesgo,Acción|Aventura|Suspense,1993.0,1.0
435,Los caraconos,Comedia|Ciencia ficción|Familia,1993.0,1.0
436,El color de la noche,Romance|Suspense|Drama,1994.0,1.0
437,Ese poli es un panoli,Comedia|Familia|Suspense|Crimen,1994.0,1.0
438,Vaqueros de Nueva York,Western|Acción|Comedia,1994.0,1.0
439,Juego peligroso,Drama,1993.0,1.0
440,Dave presidente por un día,Comedia,1993.0,1.0
441,Movida del 76 (Dazed and Confused),Comedia|Drama,1993.0,1.0
442,Demolition Man,Crimen|Acción|Ciencia ficción,1993.0,1.0
