movieId,provider_id,provider_name,type
105,3,Google Play Movies,rent
105,119,Amazon Prime Video,flatrate
105,384,HBO Max,flatrate
105,339,Movistar Play,flatrate
105,2,Apple iTunes,buy
105,3,Google Play Movies,buy
107,337,Disney Plus,flatrate
110,3,Google Play Movies,rent
110,619,Star Plus,flatrate
110,3,Google Play Movies,buy
111,339,Movistar Play,rent
111,339,Movistar Play,flatrate
111,167,Claro video,flatrate
111,2,Apple iTunes,buy
111,3,Google Play Movies,buy
113,619,Star Plus,flatrate
118,384,HBO Max,flatrate
118,339,Movistar Play,flatrate
118,31,HBO Go,flatrate
118,2,Apple iTunes,buy
122,3,Google Play Movies,rent
122,3,Google Play Movies,buy
123,11,Mubi,flatrate
135,3,Google Play Movies,rent
135,3,Google Play Movies,buy
140,619,Star Plus,flatrate
141,2,Apple iTunes,rent
141,3,Google Play Movies,rent
141,2,Apple iTunes,buy
141,3,Google Play Movies,buy
145,167,Claro video,flatrate
145,2,Apple iTunes,buy
145,3,Google Play Movies,buy
150,2,Apple iTunes,rent
150,3,Google Play Movies,rent
150,167,Claro video,rent
150,8,Netflix,flatrate
150,384,HBO Max,flatrate
150,339,Movistar Play,flatrate
150,31,HBO Go,flatrate
150,2,Apple iTunes,buy
150,3,Google Play Movies,buy
151,2,Apple iTunes,rent
151,3,Google Play Movies,rent
151,2,Apple iTunes,buy
151,3,Google Play Movies,buy
152,339,Movistar Play,flatrate
153,2,Apple iTunes,rent
153,3,Google Play Movies,rent
153,339,Movistar Play,rent
153,119,Amazon Prime Video,flatrate
153,384,HBO Max,flatrate
153,339,Movistar Play,flatrate
153,2,Apple iTunes,buy
153,3,Google Play Movies,buy
154,2,Apple iTunes,rent
154,2,Apple iTunes,buy
158,167,Claro video,rent
158,8,Netflix,flatrate
159,2,Apple iTunes,rent
159,2,Apple iTunes,buy
160,2,Apple iTunes,rent
160,3,Google Play Movies,rent
160,2,Apple iTunes,buy
160,3,Google Play Movies,buy
161,3,Google Play Movies,rent
161,619,Star Plus,flatrate
161,3,Google Play Movies,buy
163,167,Claro video,rent
163,8,Netflix,flatrate
163,2,Apple iTunes,buy
163,3,Google Play Movies,buy
165,3,Google Play Movies,rent
165,619,Star Plus,flatrate
165,3,Google Play Movies,buy
168,2,Apple iTunes,buy
168,3,Google Play Movies,buy
169,2,Apple iTunes,rent
169,3,Google Play Movies,rent
169,384,HBO Max,flatrate
169,2,Apple iTunes,buy
169,3,Google Play Movies,buy
170,2,Apple iTunes,rent
170,3,Google Play Movies,rent
170,2,Apple iTunes,buy
170,3,Google Play Movies,buy
179,619,Star Plus,flatrate
180,2,Apple iTunes,rent
180,3,Google Play Movies,rent
180,167,Claro video,rent
180,2,Apple iTunes,buy
180,3,Google Play Movies,buy
181,619,Star Plus,flatrate
185,3,Google Play Movies,buy
191,619,Star Plus,flatrate
193,2,Apple iTunes,rent
193,11,Mubi,flatrate
193,2,Apple iTunes,buy
195,2,Apple iTunes,rent
195,3,Google Play Movies,rent
195,2,Apple iTunes,buy
195,3,Google Play Movies,buy
196,2,Apple iTunes,rent
196,3,Google Play Movies,rent
196,339,Movistar Play,flatrate
196,2,Apple iTunes,buy
196,3,Google Play Movies,buy
199,11,Mubi,flatrate
203,2,Apple iTunes,rent
203,167,Claro video,rent
203,2,Apple iTunes,buy
204,2,Apple iTunes,buy
204,3,Google Play Movies,buy
207,619,Star Plus,flatrate
207,3,Google Play Movies,buy
208,2,Apple iTunes,rent
208,3,Google Play Movies,rent
208,167,Claro video,rent
208,2,Apple iTunes,buy
208,3,Google Play Movies,buy
210,2,Apple iTunes,rent
210,2,Apple iTunes,buy
212,619,Star Plus,flatrate
215,2,Apple iTunes,rent
215,3,Google Play Movies,rent
215,384,HBO Max,flatrate
215,339,Movistar Play,flatrate
215,31,HBO Go,flatrate
215,2,Apple iTunes,buy
215,3,Google Play Movies,buy
216,2,Apple iTunes,rent
216,3,Google Play Movies,rent
216,167,Claro video,rent
216,8,Netflix,flatrate
216,2,Apple iTunes,buy
216,3,Google Play Movies,buy
223,2,Apple iTunes,rent
223,2,Apple iTunes,buy
224,2,Apple iTunes,rent
224,3,Google Play Movies,rent
224,31,HBO Go,flatrate
224,2,Apple iTunes,buy
224,3,Google Play Movies,buy
225,2,Apple iTunes,rent
225,3,Google Play Movies,rent
225,384,HBO Max,flatrate
225,2,Apple iTunes,buy
225,3,Google Play Movies,buy
227,3,Google Play Movies,rent
227,3,Google Play Movies,buy
230,2,Apple iTunes,rent
230,3,Google Play Movies,rent
230,384,HBO Max,flatrate
230,339,Movistar Play,flatrate
230,31,HBO Go,flatrate
230,2,Apple iTunes,buy
230,3,Google Play Movies,buy
231,2,Apple iTunes,rent
231,3,Google Play Movies,rent
231,384,HBO Max,flatrate
231,339,Movistar Play,flatrate
231,2,Apple iTunes,buy
231,3,Google Play Movies,buy
235,3,Google Play Movies,rent
235,619,Star Plus,flatrate
235,3,Google Play Movies,buy
237,2,Apple iTunes,rent
237,3,Google Play Movies,rent
237,2,Apple iTunes,buy
237,3,Google Play Movies,buy
238,337,Disney Plus,flatrate
239,337,Disney Plus,flatrate
241,2,Apple iTunes,rent
241,2,Apple iTunes,buy
250,337,Disney Plus,flatrate
253,2,Apple iTunes,rent
253,3,Google Play Movies,rent
253,167,Claro video,rent
253,119,Amazon Prime Video,flatrate
253,384,HBO Max,flatrate
253,339,Movistar Play,flatrate
253,2,Apple iTunes,buy
253,3,Google Play Movies,buy
256,2,Apple iTunes,rent
256,3,Google Play Movies,rent
256,167,Claro video,rent
256,2,Apple iTunes,buy
256,3,Google Play Movies,buy
257,2,Apple iTunes,rent
257,3,Google Play Movies,rent
257,2,Apple iTunes,buy
257,3,Google Play Movies,buy
260,3,Google Play Movies,rent
260,337,Disney Plus,flatrate
260,3,Google Play Movies,buy
261,2,Apple iTunes,rent
261,167,Claro video,rent
261,8,Netflix,flatrate
261,2,Apple iTunes,buy
261,3,Google Play Movies,buy
262,2,Apple iTunes,rent
262,3,Google Play Movies,rent
262,167,Claro video,rent
262,2,Apple iTunes,buy
262,3,Google Play Movies,buy
265,2,Apple iTunes,rent
265,167,Claro video,rent
265,2,Apple iTunes,buy
266,2,Apple iTunes,buy
266,3,Google Play Movies,buy
267,2,Apple iTunes,rent
267,3,Google Play Movies,rent
267,167,Claro video,rent
267,2,Apple iTunes,buy
267,3,Google Play Movies,buy
270,2,Apple iTunes,rent
270,2,Apple iTunes,buy
271,2,Apple iTunes,rent
271,3,Google Play Movies,rent
271,2,Apple iTunes,buy
271,3,Google Play Movies,buy
272,3,Google Play Movies,rent
272,3,Google Play Movies,buy
273,167,Claro video,rent
273,8,Netflix,flatrate
273,2,Apple iTunes,buy
273,3,Google Play Movies,buy
275,167,Claro video,flatrate
276,2,Apple iTunes,rent
276,3,Google Play Movies,rent
276,2,Apple iTunes,buy
276,3,Google Play Movies,buy
277,337,Disney Plus,flatrate
278,619,Star Plus,flatrate
288,339,Movistar Play,flatrate
288,2,Apple iTunes,buy
289,167,Claro video,rent
289,384,HBO Max,flatrate
289,339,Movistar Play,flatrate
289,31,HBO Go,flatrate
289,2,Apple iTunes,buy
289,3,Google Play Movies,buy
292,2,Apple iTunes,rent
292,3,Google Play Movies,rent
292,167,Claro video,rent
292,384,HBO Max,flatrate
292,339,Movistar Play,flatrate
292,31,HBO Go,flatrate
292,2,Apple iTunes,buy
292,3,Google Play Movies,buy
293,167,Claro video,rent
293,8,Netflix,flatrate
296,2,Apple iTunes,rent
296,167,Claro video,rent
296,384,HBO Max,flatrate
296,2,Apple iTunes,buy
300,619,Star Plus,flatrate
302,167,Claro video,rent
303,2,Apple iTunes,buy
303,3,Google Play Movies,buy
305,167,Claro video,rent
306,11,Mubi,flatrate
307,11,Mubi,flatrate
308,11,Mubi,flatrate
310,2,Apple iTunes,rent
310,2,Apple iTunes,buy
313,167,Claro video,rent
313,2,Apple iTunes,buy
313,3,Google Play Movies,buy
314,119,Amazon Prime Video,flatrate
314,339,Movistar Play,flatrate
315,2,Apple iTunes,rent
315,3,Google Play Movies,rent
315,384,HBO Max,flatrate
315,339,Movistar Play,flatrate
315,2,Apple iTunes,buy
315,3,Google Play Movies,buy
317,3,Google Play Movies,rent
317,337,Disney Plus,flatrate
317,3,Google Play Movies,buy
318,2,Apple iTunes,rent
318,3,Google Play Movies,rent
318,167,Claro video,rent
318,8,Netflix,flatrate
318,384,HBO Max,flatrate
318,339,Movistar Play,flatrate
318,2,Apple iTunes,buy
318,3,Google Play Movies,buy
328,2,Apple iTunes,rent
328,3,Google Play Movies,rent
328,2,Apple iTunes,buy
328,3,Google Play Movies,buy
329,2,Apple iTunes,rent
329,3,Google Play Movies,rent
329,339,Movistar Play,rent
329,167,Claro video,rent
329,339,Movistar Play,flatrate
329,2,Apple iTunes,buy
329,3,Google Play Movies,buy
332,2,Apple iTunes,rent
332,167,Claro video,rent
332,2,Apple iTunes,buy
333,2,Apple iTunes,rent
333,3,Google Play Movies,rent
333,167,Claro video,rent
333,2,Apple iTunes,buy
333,3,Google Play Movies,buy
335,2,Apple iTunes,rent
335,3,Google Play Movies,rent
335,2,Apple iTunes,buy
335,3,Google Play Movies,buy
337,2,Apple iTunes,rent
337,2,Apple iTunes,buy
339,337,Disney Plus,flatrate
340,3,Google Play Movies,rent
340,167,Claro video,rent
340,3,Google Play Movies,buy
343,384,HBO Max,flatrate
343,339,Movistar Play,flatrate
343,31,HBO Go,flatrate
344,3,Google Play Movies,rent
344,384,HBO Max,flatrate
344,339,Movistar Play,flatrate
344,3,Google Play Movies,buy
345,3,Google Play Movies,rent
345,3,Google Play Movies,buy
349,2,Apple iTunes,rent
349,3,Google Play Movies,rent
349,167,Claro video,rent
349,2,Apple iTunes,buy
349,3,Google Play Movies,buy
351,2,Apple iTunes,rent
351,2,Apple iTunes,buy
355,167,Claro video,rent
355,8,Netflix,flatrate
355,119,Amazon Prime Video,flatrate
355,339,Movistar Play,flatrate
356,2,Apple iTunes,rent
356,3,Google Play Movies,rent
356,8,Netflix,flatrate
356,119,Amazon Prime Video,flatrate
356,531,Paramount Plus,flatrate
356,384,HBO Max,flatrate
356,339,Movistar Play,flatrate
356,167,Claro video,flatrate
356,2,Apple iTunes,buy
356,3,Google Play Movies,buy
357,2,Apple iTunes,rent
357,3,Google Play Movies,rent
357,2,Apple iTunes,buy
357,3,Google Play Movies,buy
358,2,Apple iTunes,buy
361,2,Apple iTunes,buy
364,337,Disney Plus,flatrate
366,2,Apple iTunes,rent
366,384,HBO Max,flatrate
366,2,Apple iTunes,buy
367,8,Netflix,flatrate
367,384,HBO Max,flatrate
368,2,Apple iTunes,rent
368,384,HBO Max,flatrate
368,339,Movistar Play,flatrate
368,2,Apple iTunes,buy
370,2,Apple iTunes,rent
370,3,Google Play Movies,rent
370,167,Claro video,rent
370,2,Apple iTunes,buy
370,3,Google Play Movies,buy
372,2,Apple iTunes,rent
372,3,Google Play Movies,rent
372,167,Claro video,rent
372,31,HBO Go,flatrate
372,2,Apple iTunes,buy
372,3,Google Play Movies,buy
374,2,Apple iTunes,rent
374,167,Claro video,rent
374,384,HBO Max,flatrate
374,339,Movistar Play,flatrate
374,31,HBO Go,flatrate
374,2,Apple iTunes,buy
376,3,Google Play Movies,rent
376,167,Claro video,rent
376,3,Google Play Movies,buy
377,3,Google Play Movies,rent
377,167,Claro video,rent
377,619,Star Plus,flatrate
377,3,Google Play Movies,buy
379,119,Amazon Prime Video,flatrate
379,339,Movistar Play,flatrate
379,2,Apple iTunes,buy
380,339,Movistar Play,flatrate
381,619,Star Plus,flatrate
382,2,Apple iTunes,buy
383,2,Apple iTunes,rent
383,2,Apple iTunes,buy
393,67,Blim,flatrate
393,2,Apple iTunes,buy
398,337,Disney Plus,flatrate
407,2,Apple iTunes,rent
407,2,Apple iTunes,buy
408,2,Apple iTunes,rent
408,3,Google Play Movies,rent
408,2,Apple iTunes,buy
408,3,Google Play Movies,buy
410,3,Google Play Movies,rent
410,167,Claro video,rent
410,8,Netflix,flatrate
410,119,Amazon Prime Video,flatrate
410,384,HBO Max,flatrate
410,339,Movistar Play,flatrate
410,3,Google Play Movies,buy
411,384,HBO Max,flatrate
412,8,Netflix,flatrate
412,3,Google Play Movies,buy
416,3,Google Play Movies,rent
416,3,Google Play Movies,buy
420,2,Apple iTunes,rent
420,3,Google Play Movies,rent
420,167,Claro video,rent
420,384,HBO Max,flatrate
420,2,Apple iTunes,buy
420,3,Google Play Movies,buy
421,2,Apple iTunes,rent
421,3,Google Play Movies,rent
421,31,HBO Go,flatrate
421,2,Apple iTunes,buy
421,3,Google Play Movies,buy
423,2,Apple iTunes,rent
423,3,Google Play Movies,rent
423,2,Apple iTunes,buy
423,3,Google Play Movies,buy
426,2,Apple iTunes,rent
426,3,Google Play Movies,rent
426,2,Apple iTunes,buy
426,3,Google Play Movies,buy
430,167,Claro video,rent
431,2,Apple iTunes,rent
431,3,Google Play Movies,rent
431,167,Claro video,rent
431,2,Apple iTunes,buy
431,3,Google Play Movies,buy
434,2,Apple iTunes,rent
434,2,Apple iTunes,buy
435,2,Apple iTunes,rent
435,3,Google Play Movies,rent
435,2,Apple iTunes,buy
435,3,Google Play Movies,buy
437,31,HBO Go,flatrate
437,2,Apple iTunes,buy
440,2,Apple iTunes,rent
440,3,Google Play Movies,rent
440,119,Amazon Prime Video,flatrate
440,339,Movistar Play,flatrate
440,2,Apple iTunes,buy
440,3,Google Play Movies,buy
441,2,Apple iTunes,rent
441,3,Google Play Movies,rent
441,167,Claro video,rent
441,2,Apple iTunes,buy
441,3,Google Play Movies,buy
442,2,Apple iTunes,rent
442,3,Google Play Movies,rent
442,339,Movistar Play,rent
442,384,HBO Max,flatrate
442,339,Movistar Play,flatrate
442,31,HBO Go,flatrate
442,2,Apple iTunes,buy
442,3,Google Play Movies,buy
445,2,Apple iTunes,rent
445,3,Google Play Movies,rent
445,2,Apple iTunes,buy
445,3,Google Play Movies,buy
448,2,Apple iTunes,rent
448,2,Apple iTunes,buy
450,2,Apple iTunes,rent
450,384,HBO Max,flatrate
450,339,Movistar Play,flatrate
450,31,HBO Go,flatrate
450,2,Apple iTunes,buy
454,2,Apple iTunes,rent
454,3,Google Play Movies,rent
454,167,Claro video,rent
454,8,Netflix,flatrate
454,2,Apple iTunes,buy
454,3,Google Play Movies,buy
455,2,Apple iTunes,rent
455,3,Google Play Movies,rent
455,384,HBO Max,flatrate
455,339,Movistar Play,flatrate
455,31,HBO Go,flatrate
455,2,Apple iTunes,buy
455,3,Google Play Movies,buy
457,2,Apple iTunes,rent
457,3,Google Play Movies,rent
457,384,HBO Max,flatrate
457,339,Movistar Play,flatrate
457,2,Apple iTunes,buy
457,3,Google Play Movies,buy
458,167,Claro video,rent
458,8,Netflix,flatrate
459,3,Google Play Movies,buy
464,2,Apple iTunes,rent
464,167,Claro video,rent
464,8,Netflix,flatrate
464,2,Apple iTunes,buy
466,619,Star Plus,flatrate
469,384,HBO Max,flatrate
469,31,HBO Go,flatrate
474,167,Claro video,rent
474,2,Apple iTunes,buy
475,2,Apple iTunes,rent
475,3,Google Play Movies,rent
475,167,Claro video,rent
475,31,HBO Go,flatrate
475,2,Apple iTunes,buy
475,3,Google Play Movies,buy
477,619,Star Plus,flatrate
480,2,Apple iTunes,rent
480,3,Google Play Movies,rent
480,8,Netflix,flatrate
480,119,Amazon Prime Video,flatrate
480,531,Paramount Plus,flatrate
480,384,HBO Max,flatrate
480,339,Movistar Play,flatrate
480,31,HBO Go,flatrate
480,2,Apple iTunes,buy
480,3,Google Play Movies,buy
481,2,Apple iTunes,rent
481,2,Apple iTunes,buy
485,167,Claro video,rent
485,339,Movistar Play,flatrate
485,2,Apple iTunes,buy
485,3,Google Play Movies,buy
486,337,Disney Plus,flatrate
488,2,Apple iTunes,rent
488,384,HBO Max,flatrate
488,31,HBO Go,flatrate
488,2,Apple iTunes,buy
490,2,Apple iTunes,rent
490,3,Google Play Movies,rent
490,2,Apple iTunes,buy
490,3,Google Play Movies,buy
492,3,Google Play Movies,buy
494,2,Apple iTunes,rent
494,3,Google Play Movies,rent
494,8,Netflix,flatrate
494,119,Amazon Prime Video,flatrate
494,339,Movistar Play,flatrate
494,2,Apple iTunes,buy
494,3,Google Play Movies,buy
495,11,Mubi,flatrate
497,2,Apple iTunes,rent
497,3,Google Play Movies,rent
497,2,Apple iTunes,buy
497,3,Google Play Movies,buy
500,3,Google Play Movies,rent
500,337,Disney Plus,flatrate
500,3,Google Play Movies,buy
502,167,Claro video,rent
502,2,Apple iTunes,buy
502,3,Google Play Movies,buy
507,2,Apple iTunes,rent
507,3,Google Play Movies,rent
507,384,HBO Max,flatrate
507,339,Movistar Play,flatrate
507,31,HBO Go,flatrate
507,2,Apple iTunes,buy
507,3,Google Play Movies,buy
508,167,Claro video,flatrate
508,2,Apple iTunes,buy
508,3,Google Play Movies,buy
515,167,Claro video,rent
515,3,Google Play Movies,buy
517,3,Google Play Movies,rent
517,3,Google Play Movies,buy
519,3,Google Play Movies,rent
519,3,Google Play Movies,buy
521,2,Apple iTunes,rent
521,2,Apple iTunes,buy
524,167,Claro video,rent
524,384,HBO Max,flatrate
524,339,Movistar Play,flatrate
524,2,Apple iTunes,buy
524,3,Google Play Movies,buy
527,2,Apple iTunes,rent
527,167,Claro video,rent
527,8,Netflix,flatrate
527,384,HBO Max,flatrate
527,31,HBO Go,flatrate
527,2,Apple iTunes,buy
531,3,Google Play Movies,rent
531,167,Claro video,rent
531,3,Google Play Movies,buy
533,167,Claro video,rent
538,2,Apple iTunes,rent
538,2,Apple iTunes,buy
539,167,Claro video,flatrate
539,2,Apple iTunes,buy
539,3,Google Play Movies,buy
541,3,Google Play Movies,rent
541,167,Claro video,rent
541,384,HBO Max,flatrate
541,3,Google Play Movies,buy
543,2,Apple iTunes,buy
543,3,Google Play Movies,buy
544,384,HBO Max,flatrate
544,339,Movistar Play,flatrate
544,167,Claro video,flatrate
544,31,HBO Go,flatrate
544,2,Apple iTunes,buy
544,3,Google Play Movies,buy
551,3,Google Play Movies,rent
551,337,Disney Plus,flatrate
551,3,Google Play Movies,buy
552,3,Google Play Movies,rent
552,337,Disney Plus,flatrate
552,3,Google Play Movies,buy
553,619,Star Plus,flatrate
564,3,Google Play Movies,rent
564,3,Google Play Movies,buy
565,119,Amazon Prime Video,flatrate
565,339,Movistar Play,flatrate
567,3,Google Play Movies,rent
567,119,Amazon Prime Video,flatrate
567,11,Mubi,flatrate
567,339,Movistar Play,flatrate
567,3,Google Play Movies,buy
569,2,Apple iTunes,rent
569,3,Google Play Movies,rent
569,2,Apple iTunes,buy
569,3,Google Play Movies,buy
575,3,Google Play Movies,rent
575,167,Claro video,rent
575,8,Netflix,flatrate
575,3,Google Play Movies,buy
585,3,Google Play Movies,rent
585,3,Google Play Movies,buy
586,3,Google Play Movies,rent
586,337,Disney Plus,flatrate
586,3,Google Play Movies,buy
587,2,Apple iTunes,rent
587,3,Google Play Movies,rent
587,167,Claro video,rent
587,8,Netflix,flatrate
587,2,Apple iTunes,buy
587,3,Google Play Movies,buy
588,337,Disney Plus,flatrate
588,3,Google Play Movies,buy
589,2,Apple iTunes,rent
589,8,Netflix,flatrate
589,119,Amazon Prime Video,flatrate
589,339,Movistar Play,flatrate
589,2,Apple iTunes,buy
592,2,Apple iTunes,rent
592,3,Google Play Movies,rent
592,167,Claro video,rent
592,119,Amazon Prime Video,flatrate
592,384,HBO Max,flatrate
592,339,Movistar Play,flatrate
592,2,Apple iTunes,buy
592,3,Google Play Movies,buy
593,2,Apple iTunes,rent
593,3,Google Play Movies,rent
593,2,Apple iTunes,buy
593,3,Google Play Movies,buy
594,337,Disney Plus,flatrate
595,337,Disney Plus,flatrate
596,337,Disney Plus,flatrate
596,3,Google Play Movies,buy
597,3,Google Play Movies,rent
597,619,Star Plus,flatrate
597,3,Google Play Movies,buy
599,384,HBO Max,flatrate
599,339,Movistar Play,flatrate
599,31,HBO Go,flatrate
599,445,Classix,flatrate
608,3,Google Play Movies,rent
608,2,Apple iTunes,buy
608,3,Google Play Movies,buy
609,3,Google Play Movies,rent
609,337,Disney Plus,flatrate
609,3,Google Play Movies,buy
610,339,Movistar Play,flatrate
610,2,Apple iTunes,buy
610,3,Google Play Movies,buy
616,337,Disney Plus,flatrate
616,167,Claro video,flatrate
617,3,Google Play Movies,rent
617,119,Amazon Prime Video,flatrate
617,11,Mubi,flatrate
617,339,Movistar Play,flatrate
617,3,Google Play Movies,buy
628,2,Apple iTunes,rent
628,3,Google Play Movies,rent
628,2,Apple iTunes,buy
628,3,Google Play Movies,buy
631,2,Apple iTunes,rent
631,3,Google Play Movies,rent
631,2,Apple iTunes,buy
631,3,Google Play Movies,buy
637,2,Apple iTunes,rent
637,2,Apple iTunes,buy
647,3,Google Play Movies,rent
647,619,Star Plus,flatrate
647,3,Google Play Movies,buy
648,2,Apple iTunes,rent
648,3,Google Play Movies,rent
648,167,Claro video,rent
648,8,Netflix,flatrate
648,531,Paramount Plus,flatrate
648,167,Claro video,flatrate
648,2,Apple iTunes,buy
648,3,Google Play Movies,buy
653,2,Apple iTunes,rent
653,3,Google Play Movies,rent
653,167,Claro video,rent
653,339,Movistar Play,flatrate
653,2,Apple iTunes,buy
653,3,Google Play Movies,buy
659,2,Apple iTunes,rent
659,2,Apple iTunes,buy
661,337,Disney Plus,flatrate
662,2,Apple iTunes,rent
662,167,Claro video,rent
662,2,Apple iTunes,buy
668,315,Hoichoi,flatrate
673,2,Apple iTunes,rent
673,3,Google Play Movies,rent
673,339,Movistar Play,rent
673,167,Claro video,rent
673,384,HBO Max,flatrate
673,339,Movistar Play,flatrate
673,2,Apple iTunes,buy
673,3,Google Play Movies,buy
674,3,Google Play Movies,rent
674,3,Google Play Movies,buy
688,337,Disney Plus,flatrate
691,31,HBO Go,flatrate
691,2,Apple iTunes,buy
694,119,Amazon Prime Video,flatrate
709,3,Google Play Movies,rent
709,337,Disney Plus,flatrate
709,3,Google Play Movies,buy
719,2,Apple iTunes,buy
724,531,Paramount Plus,flatrate
724,167,Claro video,flatrate
724,2,Apple iTunes,buy
724,3,Google Play Movies,buy
733,3,Google Play Movies,rent
733,619,Star Plus,flatrate
733,3,Google Play Movies,buy
736,2,Apple iTunes,rent
736,167,Claro video,rent
736,2,Apple iTunes,buy
737,2,Apple iTunes,rent
737,167,Claro video,rent
737,2,Apple iTunes,buy
741,2,Apple iTunes,rent
741,8,Netflix,flatrate
741,119,Amazon Prime Video,flatrate
741,339,Movistar Play,flatrate
741,2,Apple iTunes,buy
742,2,Apple iTunes,rent
742,3,Google Play Movies,rent
742,2,Apple iTunes,buy
742,3,Google Play Movies,buy
743,619,Star Plus,flatrate
748,3,Google Play Movies,rent
748,119,Amazon Prime Video,flatrate
748,339,Movistar Play,flatrate
748,3,Google Play Movies,buy
750,167,Claro video,rent
750,2,Apple iTunes,buy
757,11,Mubi,flatrate
761,3,Google Play Movies,rent
